sf_code,sf_name,tf_code,tf_name,city_id,marketing_area,business_line,rating,comment_count,grading,rate_grade,grade_comment,days_since_last_live
375lq2,کافی شاپ عبداللهی,28lnw2,کافی شاپ عبداللهی,1,قاسم آباد-کشاورزی,Cafe,9.188335317,545,A,A,D,1
3x61x4,میوه وارلی,5wn6o2,میوه وارلی ,1,وکیل آباد شمالی,Fruit Shop,8.478447099,1651,A,B,D,166
0ql559,آبمیوه بستنی دوستان,2x73xw,آبمیوه بستنی دوستان,1,طبرسی,Ice Cream and Juice Shop,9.153382981,891,A,A,D,23
272ljl,گوشت راد,2nk71l,گوشت راد,1,قاسم آباد-کشاورزی,Meat Shop,9.435029607,538,A,A,D,26
p51dzj,پروتئین سعید,58n1z5,پروتئین سعید,1,شیرازی,Meat Shop,8.661948111,1719,A,B,D,18
0l9nkk,ساندویچ بانو,277w99,ساندویچ بانو,1,هشتصدمتریها,Restaurant,8.974562211,1669,A,B,D,166
0rv5j9,رستوران مینا,5nl38w,رستوران مینا,1,امام رضا,Restaurant,8.233657518,4134,A,B,B,156
zne6yj,رستوران ایرانی رخ (فودکورت آبان),5n4gl5,رستوران ایرانی رخ,1,وکیل آباد جنوبی,Restaurant,8.634494143,2900,A,B,C,166
p5ly8n,کباب و حلیم بهارستان,2llwo2,کباب و حلیم بهارستان,1,امام رضا,Restaurant,8.59111782,2114,A,B,C,1
3d49ew,کترینگ سرو,5yol8k,کترینگ سرو,1,وکیل آباد شمالی,Restaurant,8.611766774,2748,A,B,C,42
32d572,فست فود رنجبر فود,5r9zl4,فست فود رنجبر ,1,خواجه ربیع-میامی,Restaurant,9.23193013,1812,A,A,D,24
0ggdlm,رستوران تنورسنگی,23xg35, رستوران تنورسنگی ,1,قاسم آباد-کشاورزی,Restaurant,9.093092247,1411,A,A,D,1
3dmglg,کترینگ تشریفات,2877x5,کترینگ تشریفات,1,وکیل آباد شمالی,Restaurant,8.754399558,4268,A,B,B,173
p6zd8e,آشپزخانه و غذای آماده حسینی و پسران,2w1glx,آشپزخانه و غذای آماده حسینی ,1,خواجه ربیع-میامی,Restaurant,8.571123873,4193,A,B,B,1
314klk,چایخانه سنتی سجاد,5w3338,چایخانه سنتی سجاد,1,وکیل آباد شمالی,Restaurant,9.179239949,1599,A,A,D,70
pzmrz1,حلیم و شله حلیم الملک,2gpxk5,حلیم و شله حلیم الملک,1,هشتصدمتریها,Restaurant,9.144452006,3988,A,A,B,1
p4xwen,رستوران قاسمی و پسران,51ow95,رستوران قاسمی و پسران,1,طبرسی,Restaurant,8.663139246,2667,A,B,C,1
3kozwk,کبابی عبدالهی شعبه 4,53133z,کبابی عبدالهی ,1,شیرازی,Restaurant,8.964196827,3357,A,B,B,1
32wo7l,حلیم نیشابوری بامداد,29xk6x,حلیم نیشابوری بامداد ,1,هشتصدمتریها,Restaurant,9.149701132,1303,A,A,D,1
0w8yd5,فست فود دلنشین,5zllnm,فست فود دلنشین,1,هشتصدمتریها,Restaurant,8.681607494,1962,A,B,D,67
6d74gn,پیتزا برگ,56xw15,پیتزا برگ,1,فرامرز-تورج,Restaurant,8.874408376,1749,A,B,D,1
0n6n8r,کترینگ صالحی,5p38pm,کترینگ صالحی,1,مطهری-آزادی,Restaurant,8.359953135,3606,A,B,B,17
pvrw81,گلچین,2zrp92,گلچین ,1,هشتصدمتریها,Restaurant,8.526392294,4119,A,B,B,43
7j5v9m,کبابی محفل,5r919g,کبابی محفل,1,خواجه ربیع-میامی,Restaurant,9.188279745,1698,A,A,D,1
p6w846,حلیم نیشابوری و صبحانه سحرخیز,2z4w92,حلیم نیشابوری و صبحانه سحرخیز,1,وکیل آباد شمالی,Restaurant,9.006335015,1653,A,A,D,1
pvxemm,فست فود چیکا برگر,59xg99,چیکا,1,وکیل آباد شمالی,Restaurant,8.28330984,4111,A,B,B,83
3dgnkx,کترینگ نون و نمک,5k11w5, کترینگ نون و نمک (احمد آباد),1,فلسطین-ملک آباد,Restaurant,8.810536445,2250,A,B,C,23
pvd741,فست فود باگت پیچ,5zlgow,باگت پیچ,1,هشتصدمتریها,Restaurant,8.696955287,1963,A,B,D,166
0yx4em,فست فود بلوط,5rwz12,فست فود بلوط,1,هشتصدمتریها,Restaurant,8.616392475,2155,A,B,C,1
27721l,فست فود رومانو پلاس,5xggnz,فست فود رمانو پلاس,1,امام رضا,Restaurant,8.491854666,2288,A,B,C,1
097qrn,نانوایی سنگکی تیسفون,27m41g,نانوایی تیسفون,2,عباس آباد - سید خندان - قصر‎‎,Bakery,9.289975361,6752,A,A,A,25
314w9w,نانوایی لواش اسلامی,2mmzg8,نانوایی لواش اسلامی,2,یافت آباد - مهرآباد جنوبی,Bakery,9.819946125,999,A,A,D,5
3drew7,نان لواش هاشمی,27mkw3,نانوایی لواش تک (نان لواش هاشمی),2,آزادی - جی - نواب‎,Bakery,9.640487981,2590,A,A,C,1
314x27,نان زرین,5zkxm4,نان زرین ,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Bakery,9.566206886,1416,A,A,D,32
0rwy1z,نانوایی بربری موسوی,57mk83,نانوایی بربری موسوی,2,یوسف آباد - امیرآباد - گیشا‎,Bakery,9.266937626,4503,A,A,A,70
r5mq6z,کول کافه,2ym616,کول کافه,2,یوسف آباد - امیرآباد - گیشا‎,Cafe,9.348491052,1362,A,A,D,1
p42245,قهوه رستینو,51y47n,قهوه رستینو,2,فردوس - کاشانی - شهر زیبا,Cafe,9.027811092,1551,A,A,D,1
vxgemm,کافه روستری شاهبینز,5klwnm,کافه رستری شاهبینز,2,اکباتان-آپادانا,Cafe,9.520837633,1368,A,A,D,14
0mderr,سوپر میوه برادران,57m1k3,سوپر میوه برادران ,2,یافت آباد - مهرآباد جنوبی,Fruit Shop,9.587983793,1554,A,A,D,18
0j94gq,سبزی خرد کنی ریحانه سعید اصلی,27mokl,سبزی خرد کنی ریحانه سعید اصلی ,2,فردوس - کاشانی - شهر زیبا,Fruit Shop,9.384736874,1276,A,A,D,27
0j94gq,سبزی خرد کنی ریحانه سعید اصلی,27mokl,سبزی خرد کنی ریحانه سعید اصلی ,2,فردوس - کاشانی - شهر زیبا,Fruit Shop,9.384736874,1276,A,A,D,27
p5rnwe,سوپر میوه سید,531ozm,سوپر میوه سید,2,یوسف آباد - امیرآباد - گیشا‎,Fruit Shop,9.432683399,2069,A,A,C,163
3kdxjj,آبمیوه بستنی ارگانیک شیخ بهایی,58p83y,آبمیوه بستنی ارگانیک شیخ بهایی,2,جردن - ونک,Ice Cream and Juice Shop,9.103960382,1906,A,A,D,7
o9zyzj,پروتئین صدیق,59xog8,پروتئین صدیق ,2,آزادی - جی - نواب‎,Meat Shop,9.429774577,1197,A,A,D,41
0jrkgq,سوپر پروتئین آندره,2o3g7x,سوپر پروتئین آندره,2,ولنجک - زعفرانیه,Meat Shop,9.389460728,3275,A,A,B,18
0wrgn5,پروتئین ابریشم,231nlo,سوپر پروتئین ابریشم ,2,جنت آباد - شهران‎,Meat Shop,9.604841994,1137,A,A,D,18
3ez795,پروتئین جام جم فرشته,5zkxlx,جام جم فرشته,2,ولنجک - زعفرانیه,Meat Shop,8.906504922,2643,A,B,C,31
0ngr4r,کیک خونگی شیو کیک,5nkxn9,کیک خونگی,2,جنت آباد - شهران‎,Pastry,9.323122123,4576,A,A,A,1
p8yqm0,فست فود چوپی,2p38n7,فست فود چوپی,2,نظام آباد‎‎,Restaurant,8.792444642,6137,A,B,A,81
p85qd5,هپی برگر سان,5p3nwk,هپی برگر,2,بازار - منیریه - گمرک,Restaurant,8.473717204,3624,A,B,B,1
0m9rqr,فلافل بی نظیر,5gxozw,فلافل بی نظیر,2,نازی آباد,Restaurant,9.066524785,4552,A,A,A,1
p5x4ox,فست فود پیتزا پیتزا (شهر ری),5w3w49,فست فود پیتزا پیتزا,2,شهرری,Restaurant,8.313808616,4563,A,B,A,1
37gwv2,پیتزا روز,5o34w7,پیتزا روز,2,صادقیه - ستارخان - مرزداران,Restaurant,8.685170797,4676,A,B,A,1
p4qv2j,فست فود ژامبون کوچولو اصل,5p87ox,ژامبون کوچولو اصل,2,صادقیه - ستارخان - مرزداران,Restaurant,9.542883479,3433,A,A,B,1
0gy1dn,چلو کبابی زیتون,231mym,کبابی زیتون,2,نارمک - مجیدیه,Restaurant,8.365065278,4631,A,B,A,1
0ykwwr,خان دیزی,56631n,رستوران خان دیزی,2,جردن - ونک,Restaurant,8.405305245,4218,A,B,B,6
0ykwwr,خان دیزی,56631n,رستوران خان دیزی,2,جردن - ونک,Restaurant,8.405305245,4218,A,B,B,6
0ngee2,رستوران ضیافت,2o3mo8,ضیافت,2,سعادت آباد - شهرک غرب,Restaurant,8.917903296,2506,A,B,C,46
0qyj82,رستوران نایب (ساعی),5nkxp8,رستوران نایب (ساعی),2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,8.925009491,6619,A,B,A,117
p5lxkj,کباب ذغالی تک,5k36gm,کباب ذغالی تک,2,افسریه - آهنگ,Restaurant,9.197789949,1968,A,A,C,2
32y24q,پیزارو (انقلاب),5nxg9y,پیزارو (انقلاب),2,,Restaurant,8.599145629,4579,A,B,A,1
3ek5zv,کبابخانه المهدی (کوهسار),2o1yz6,کبابخانه المهدی (کوهسار),2,جنت آباد - شهران‎,Restaurant,9.090298865,1751,A,A,D,1
pzlg82,کباب ترکی شهران,5ym77r,کباب ترکی شهران,2,جنت آباد - شهران‎,Restaurant,8.66008984,3544,A,B,B,67
wderyz,حلیم سرای برگ سبز,5lz4g3,برگ سبز,2,میدان خراسان - شوش,Restaurant,9.384335508,1590,A,A,D,1
p4vg5x,پیزارو (ونک),5llx1z,پیزارو (ونک),2,,Restaurant,9.184097361,6000,A,A,A,1
p4vg5x,پیزارو (ونک),5llx1z,پیزارو (ونک),2,,Restaurant,9.184097361,6000,A,A,A,1
0wnm4q,سالاد بار لیکی,5g738k,سالاد بار لیکی,2,,Restaurant,9.223646466,1989,A,A,C,1
p86y8r,رستوران سی دا,2xg6g7,سی دا,2,جنت آباد - شهران‎,Restaurant,8.610579933,3537,A,B,B,3
gnlogn,فلازون (پونک),5zkgmk,فست فود فلازون (پونک),2,پونک - باغ فیض‎,Restaurant,8.810844667,5574,A,B,A,1
37y6xn,فست فود هیولاویچ,5w3wn6,فست فود هیولاویچ,2,افسریه - آهنگ,Restaurant,8.679847195,2664,A,B,C,1
0nnm4z,کافه پارادیزو,577rwp,کافه پارادیزو,2,عباس آباد - سید خندان - قصر‎‎,Restaurant,8.796108557,3182,A,B,B,1
0l4mzp,برگرکار,2ox7yo,برگرکار,2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,8.683659583,2793,A,B,C,162
p5r7zx,پیتزا بلوط,5zlnl4,پیتزا بلوط,2,تهرانپارس-حکیمیه,Restaurant,8.892004428,3641,A,B,B,160
p6ogqw,تهیه غذا و رستوران قریشی (تهران پارس),2p3g1w,قریشی,2,تهرانپارس-حکیمیه,Restaurant,8.641153949,2984,A,B,B,82
0nyrnv,فلافل عمو حسن,5gx14w,عمو حسن,2,دروازه شمیران-میدان شهدا,Restaurant,9.221560051,1649,A,A,D,1
pozqwq,طهران قدیم (جامی سابق),269nl1,فست فود طهران قدیم (جامی سابق),2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,8.585587503,3708,A,B,B,1
0yvz2r,رستوران مسعود,5lw4r1,رستوران مسعود,2,نظام آباد‎‎,Restaurant,8.497065185,4908,A,B,A,1
0wzrjv,دیزی بیار,5o3444,دیزی بیار,2,آزادی - جی - نواب‎,Restaurant,9.510641306,2310,A,A,C,17
0lewvz,تهیه غذای ایرانی وحید,51ylrm,تهیه غذای ایرانی وحید,2,آزادی - جی - نواب‎,Restaurant,8.85452484,3241,A,B,B,1
r5vvro,فلازون (سعادت آباد),5g93p7,فست فود فلازون (سعادت آباد),2,سعادت آباد - شهرک غرب,Restaurant,9.065210821,3991,A,A,B,1
0mzwmq,پلو کبابی گلپایگان,2k3p46,پلو کبابی گلپایگان,2,شادآباد-خلیج فارس-تهرانسر,Restaurant,8.719796067,5296,A,B,A,34
0g7ykq,کترینگ چلوباچی,2lzl7l,چلوباچی,2,شهرری,Restaurant,9.028567347,2686,A,A,C,1
3222d5,فست فود رضا,2xpkw2,فست فود رضا,5,مدرس جنوب - بهار,Restaurant,8.853366578,3020,A,B,B,34
p5gdqw,آش ترخون,2xk3n5,آش ترخون,5,فرودگاه‎,Restaurant,9.346921013,1400,A,A,D,166
pvv6rx,2020 برگر,5nmry2,2020 برگر,5,بلوار امیرکبیر,Restaurant,8.59085943,2764,A,B,C,
0wldyv,ایستگاه ساندویچ,5oogy5,ایستگاه ساندویچ,5,فرهنگ شهر,Restaurant,9.001050914,1838,A,A,D,32
3k7nrq,آش تاچارا,2z87r2,آش تاچارا,5,معالی آباد - دینکان - صنایع,Restaurant,8.987532172,2253,A,B,C,5
0nrm9z,فست فود دوستان,5wl3o2,فست فود دوستان,5,ارم - عفیف آباد - قصرالدشت,Restaurant,8.413294684,2641,A,B,C,166
3kokzn,فلافل ویژه مامان جون (گلدشت محراب),5ol8z2,مامان جون,5,شهرک ابوذر,Restaurant,8.533554464,2209,A,B,C,166
0mvklq,شهر کباب,2mmlz6,شهر کباب,5,مدرس جنوب - بهار,Restaurant,8.077771498,3177,A,B,B,28
0wewyv,لذیذ,2xg3kz,فست فود لذیذ,5,شاه چراغ - حافظیه,Restaurant,8.215594249,3575,A,B,B,41
3d5v9d,امین علی,2lk9w5,بیرون بر امین علی ,5,مدرس جنوب - بهار,Restaurant,8.865935367,2365,A,B,C,
0gzmvr,سمبوسه و فلافل دوستان,28ong5,سمبوسه و فلافل دوستان,5,شاه چراغ - حافظیه,Restaurant,8.80227292,2052,A,B,C,40
3x2gw4,پیتزا آمی چی,2lwpnw,پیتزا آمی چی,2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,9.173026709,4854,A,A,A,31
p4w8wx,اغذیه جواد,2664pg,ساندویچ جواد,1,شیرازی,Restaurant,8.967808268,1350,A,B,D,1
0n462r,چلوکبابی زاگرس,2yo87g,تهیه غذای زاگرس ,2,شادآباد-خلیج فارس-تهرانسر,Restaurant,8.91204024,5350,A,B,A,146
0n462r,چلوکبابی زاگرس,2yo87g,تهیه غذای زاگرس ,2,شادآباد-خلیج فارس-تهرانسر,Restaurant,8.91204024,5350,A,B,A,146
3dnezg,غذای خانگی مامان رعنا,2g933m,غذای خانگی مامان رعنا,2,آزادی - جی - نواب‎,Restaurant,8.588395276,3709,A,B,B,80
0l88wn,رستوران نوبهار,2yo146,چلوکبابی نوبهار,2,مینی سیتی - ازگل - دارآباد‎‎,Restaurant,8.764455569,5595,A,B,A,39
3kooxj,بستنی ویژن,5x73o6,بستنی ویژن,2,دروازه شمیران-میدان شهدا,Ice Cream and Juice Shop,9.112009739,2037,A,A,C,11
0q6r92,کترینگ بزرگ کیبو,54nz3w,رستوران کیبو,2,جردن - ونک,Restaurant,8.776907533,5585,A,B,A,1
0q5gv9,رستوران کاکتوس (فودکورت  آرمیتاژ ),2o1xn2,رستوران کاکتوس (فودکورت آرمیتاژ ),1,وکیل آباد جنوبی,Restaurant,9.126052359,1531,A,A,D,32
3k8wxg,کافه بستنی کارامل,294nml,کافه بستنی کارامل,2,,Ice Cream and Juice Shop,9.069540359,1745,A,A,D,1
3dn8wn,اکبر جوجه گلوگاه,2zl77o,چلو اکبر جوجه گلوگاه,2,امام رضا,Restaurant,8.740731939,2497,A,B,C,39
0w9rk8,آبمیوه بستنی ویتانا,5zkr1m,آبمیوه ویتانا,1,قاسم آباد-کشاورزی,Ice Cream and Juice Shop,8.732377038,1882,A,B,D,1
p5jnov,فست فود فلفل قرمز (شاهین شمالی),5yo6rn,فلفل قرمز (شاهین شمالی),2,جنت آباد - شهران‎,Restaurant,8.74828535,7183,A,B,A,151
09mvoq,نان مهرزاد (آزادپز),28gly5,نان مهرزاد,1,وکیل آباد جنوبی,Bakery,9.391874058,1699,A,A,D,166
0w9w58,چلو کبابی محمدی,2xgx9x,چلو کبابی محمدی,2,پیروزی - نیروی هوایی‎,Restaurant,8.898973944,3784,A,B,B,1
p5dzn0,رستوران ایرانی اصل جوان,277gm4,رستوران اصل جوان,2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,8.55249922,4571,A,B,A,128
0qr1yd,فست فود شقایق,5k34rk,فست فود شقایق,2,دروازه شمیران-میدان شهدا,Restaurant,8.749612169,3852,A,B,B,1
0jlrr3,فست فود تاپ استیک,21y3nr,فست فود تاپ استیک,2,بازار - منیریه - گمرک,Restaurant,8.334658861,4364,A,B,A,1
p5l4nj,قهوه فروشی سام,23161y,قهوه فروشی سام,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Cafe,9.42400185,1047,A,A,D,80
0rkjxo,کافه رستوران مونوپولی,29x3ll,کافه رستوران مونوپولی,2,سعادت آباد - شهرک غرب,Restaurant,9.239193969,1615,A,A,D,1
37jz72,فست فود فرید,2r64yg,فست فود فرید,2,سعادت آباد - شهرک غرب,Restaurant,8.559711611,3693,A,B,B,166
09z9kq,کترینگ محیا,5g9y1l,کترینگ ایلیا,2,عباس آباد - سید خندان - قصر‎‎,Restaurant,8.670661769,5766,A,B,A,15
09z9kq,کترینگ محیا,5g9y1l,کترینگ ایلیا,2,عباس آباد - سید خندان - قصر‎‎,Restaurant,8.670661769,5766,A,B,A,15
pvr9vd,کباب سرای کوبک,5nlo9w,تهیه غذای کوبک,2,شادآباد-خلیج فارس-تهرانسر,Restaurant,8.17025092,7179,A,B,A,42
dq561n,کترینگ اکبر جوجه (اندرزگو),5yon6r,خاتون شمرونی,2,قیطریه-اندرزگو-دولت,Restaurant,9.090024202,2004,A,A,C,166
3ex88o,نان سنگک اصیل (آزادپز),5gokx5,مجتمع نان اصیل,1,وکیل آباد شمالی,Bakery,9.188570136,2323,A,A,C,25
0j94gq,سبزی خرد کنی ریحانه سعید اصلی,2nklor,سبزی خرد کنی ریحانه شعبه اصلی,2,فردوس - کاشانی - شهر زیبا,Fruit Shop,9.384736874,1276,A,A,D,6
0j94gq,سبزی خرد کنی ریحانه سعید اصلی,2nklor,سبزی خرد کنی ریحانه شعبه اصلی,2,فردوس - کاشانی - شهر زیبا,Fruit Shop,9.384736874,1276,A,A,D,6
0nr5o8,رستوران عمارت امیر آباد,2lw6wg,رستوران عمارت امیرآباد,2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,8.756028248,4356,A,B,A,45
p89xj5,تهیه غذای میهمان,2p8o3w,تهیه غذای میهمان,2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,8.9536949,2415,A,B,C,101
0g7vmq,رستوران بولونی,2ox48r,سرزمین سفالی,2,دروازه شمیران-میدان شهدا,Restaurant,8.84280856,4924,A,B,A,145
3xzmry,اوکی کافی,5mm3mg,اوکی کافه (بلوار فردوس),2,فردوس - کاشانی - شهر زیبا,Cafe,9.302105385,1708,A,A,D,1
0w6on5,فست فود آر اند بی,2myoog,فست فود آر اند بی,2,اکباتان-آپادانا,Restaurant,9.02989114,2697,A,A,C,1
0ykwwr,خان دیزی,5lwlk8,خان دیزی,2,تهرانپارس-حکیمیه,Restaurant,8.405305245,4218,A,B,B,1
0ykwwr,خان دیزی,5lwlk8,خان دیزی,2,تهرانپارس-حکیمیه,Restaurant,8.405305245,4218,A,B,B,1
0m19vr,فست فود فلفل قرمز (ولیعصر),577rzp,فلفل قرمز (ولیعصر),2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,8.596006453,4910,A,B,A,89
3kl69n,رستوران کلبه شاندیز (داریوش),2xgk96,سفره کریم 8,2,تهرانپارس-حکیمیه,Restaurant,8.336132971,5485,A,B,A,38
0mwjyy,غذای بیرون بر سران,561zr2,بیرون بر سران ,5,مدرس جنوب - بهار,Restaurant,8.854676323,3461,A,B,B,1
0jw91g,آبمیوه بستنی لوئین جلاتو,5r6m36,لوئین جلاتو,2,پاسداران - هروی -دروس,Ice Cream and Juice Shop,9.081760197,2058,A,A,C,39
pozkzo,نانوایی لواشی خبازی سلامت,2yorn1,سلامت,2,نظام آباد‎‎,Bakery,9.55765169,4051,A,A,B,91
3k666g,شیرینی سهروردی,2k63ny,قنادی سهروردی,2,,Pastry,9.000572014,6181,A,A,A,1
0gojnm,ساندویچ خانواده (سهروردی-نیلوفر),531r9p,ساندویچ خانواده (نیلوفر),2,عباس آباد - سید خندان - قصر‎‎,Restaurant,8.644747325,5507,A,B,A,33
09kqwn,اوستا كُفته چی,5r673y,اوستا کفته چی,2,قیطریه-اندرزگو-دولت,Restaurant,9.332534658,2638,A,A,C,158
pv6gjx,آشپزخانه ایرانی سماق,2rw695,آشپزخانه ایرانی سماق,1,هشتصدمتریها,Restaurant,8.866265438,2216,A,B,C,
09wdd6,کباب ریحون,28g9p5,کباب ریحون,1,قاسم آباد-کشاورزی,Restaurant,8.527344526,3169,A,B,B,1
p6qwr6,مجتمع نان مانا(آزادپز),5m4kp2,مجتمع نان مانا,1,قاسم آباد-کشاورزی,Bakery,9.409698466,3384,A,A,B,166
pvrdzx,شیرینی پارمیدا,2lw8yg,شیرینی پارمیدا,2,تهرانپارس-حکیمیه,Pastry,8.945251646,5540,A,B,A,39
3kq19o,تهیه غذا سایوان,5nlpo7,رستوران سایوان,2,شهرری,Restaurant,8.958876302,6447,A,B,A,166
0wz2k5,فست فود تک ستاره,23m782,فست فود تک ستاره,5,مدرس جنوب - بهار,Restaurant,8.829291406,2215,A,B,C,20
0yvz5g,کافه رستوران قائم,2k34wk,رستوران قائم ,2,میدان خراسان - شوش,Restaurant,8.640348793,3569,A,B,B,1
p87nem,فلافل 20 ری,2nlx8x,فلافل 20 ری,2,شهرری,Restaurant,8.411865973,4143,A,B,B,1
3xx4vw,بیرون بر آمیرزا,5nl7zo,رستوران بیرونبر آمیرزا,5,معالی آباد - دینکان - صنایع,Restaurant,7.968807183,3417,A,C,B,1
pzd92e,سوپر میوه سیب,2zlm16,سوپر میوه سیب,2,فردوس - کاشانی - شهر زیبا,Fruit Shop,9.308034243,1459,A,A,D,31
32jrw2,شرکت تعاونی صنعت گوشت خراسان,2368o5,صنعت گوشت آبادان (شعبه حجاب),1,قاسم آباد-کشاورزی,Meat Shop,8.807540355,928,A,B,D,28
31l987,رستوران فانوس,2314rn,کترینگ مانی,2,دروازه شمیران-میدان شهدا,Restaurant,8.824729187,6144,A,B,A,1
3dmy6w,پروتئین لوکس پرستار,5r6xyr,لوکس پرستار,2,پیروزی - نیروی هوایی‎,Meat Shop,9.086855284,3898,A,A,B,166
0wmvgq,فست فود بابانوئل,5xgmxz,فست فود بابانوئل,2,یافت آباد - مهرآباد جنوبی,Restaurant,8.984618115,3445,A,B,B,1
3e2k95,کافه رستوران آرتیست,24n6mx,ارتیست,2,سعادت آباد - شهرک غرب,Cafe,9.145843713,1464,A,A,D,1
3kgqln,آجیل و خشکبار بلوط,533n4k,آجیل و خشکبار بلوط,2,ولنجک - زعفرانیه,Pastry,9.314419301,1313,A,A,D,11
3eqoko,رستوران و بیرون بر سوران,2oxml6,مجموعه غذایی سوران,5,فرهنگ شهر,Restaurant,8.138471196,3327,A,B,B,1
3xrdm9,فست فود وارتان,2wnok5,فست فود وارتان,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,8.952614668,5236,A,B,A,1
0gynqq,پیتزا دات آی آر,29x7yw,پیتزا دات آی آر,2,قیطریه-اندرزگو-دولت,Restaurant,8.860569513,5366,A,B,A,166
3envj3,رستوران شاطر عباس (پارک وی),5gx837,رستوران شاطر عباس,2,جردن - ونک,Restaurant,8.459553773,5199,A,B,A,1
gnoneq,رستوران گرگ,28pxzn,رستوران و دیزی سرای گرگ,5,ارم - عفیف آباد - قصرالدشت,Restaurant,8.866125357,1918,A,B,D,162
p6gzwe,تهیه غذای شایا,24nwyx,تهیه غذای شایا,2,تهرانپارس-حکیمیه,Restaurant,8.947976266,3388,A,B,B,1
3kwl6n,کباب سرای برادران ازقندی,2p8l7m,کبابسرای برادران ازقندی,1,فلسطین-ملک آباد,Restaurant,8.862959801,1777,A,B,D,1
31l5wy,کبابی و جگرکی آسمان,277kxy,جگرکی آسمان ,2,سعادت آباد - شهرک غرب,Restaurant,8.429721621,4251,A,B,B,24
0gg9kr,بیرون بر سفیر,59ryz2,بیرون بر سفیر,5,بلوار امیرکبیر,Restaurant,8.471718678,2084,A,B,C,1
09wdgk,تهیه غذای نمونه فضل آباد,2kgrg2,بیرون بر نمونه فضل آباد,5,مدرس جنوب - بهار,Restaurant,8.720647144,3496,A,B,B,33
poo4ro,جاست فلافل دوراهی قلهک (جست فلافل),54n1rw,جاست فلافل,2,ظفر - میرداماد,Restaurant,8.638355945,4663,A,B,A,1
3dg2mn,تهیه غذای تورین,2r6ml6,تهیه غذای تورین,2,پاسداران - هروی -دروس,Restaurant,8.689824087,3382,A,B,B,1
p5o47v,قنادی نگار ونک,5kl83w,قنادی نگار ونک,2,جردن - ونک,Pastry,8.81856656,3043,A,B,B,1
p42qg5,هیولا برگر,2r6mx6,هیولا برگر,2,آزادی - جی - نواب‎,Restaurant,8.489318621,6501,A,B,A,1
3eqlyo,فست فود سایه (حکیمیه),277gr7,پیتزا سایه,2,تهرانپارس-حکیمیه,Restaurant,8.89700371,4374,A,B,A,160
0qqj19,شیرینی لادن,5zkxr2,شیرینی سرای لادن,1,امام رضا,Pastry,9.429916126,495,A,A,D,1
09z4zq,بربری جمهوری,5lz4nr,نانوایی بربری جمهوری ,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Bakery,9.378107646,3507,A,A,B,10
0yk6ly,تهیه غذای مصباح,2r67xy,تهیه غذا مصباح,2,ولنجک - زعفرانیه,Restaurant,9.044133062,6844,A,A,A,34
3kgn9g,فست فود دیاتی,59x3km,فست فود دیاتی,2,ظفر - میرداماد,Restaurant,8.79229155,2236,A,B,C,1
p4g6gn,فست فود آیسا,5r9kz2,ساندویچ آیسا 22,1,فلسطین-ملک آباد,Restaurant,8.336206625,4026,A,B,B,1
0q5l2y,سبزی ریحانه (شعبه دو),54n736,سبزی خردکنی ریحانه,2,سعادت آباد - شهرک غرب,Fruit Shop,9.646379052,2834,A,A,C,18
09wgny,آبمیوه جم,5zl7pl,آب‌میوه بستنی جم,2,ظفر - میرداماد,Ice Cream and Juice Shop,9.294578773,2845,A,A,C,152
3dy2rw,کباب سرای پایتخت,2g7432,کباب سرای پایتخت,1,وکیل آباد جنوبی,Restaurant,8.482286414,2329,A,B,C,166
p67gqw,هورسان بیسترو (جردن),5myzx1,رستوران هورسان بیسترو ,2,جردن - ونک,Restaurant,8.720654697,2415,A,B,C,1
32ddld,مرغ فروشی امیر,5ynrk2,مرغ فروشی امیر,5,مدرس جنوب - بهار,Meat Shop,9.450731301,1149,A,A,D,69
3kvk9q,آسیانا (علامه جنوبی),2nl7n1,تهیه غذای آسیانا,2,سعادت آباد - شهرک غرب,Restaurant,8.39197299,5377,A,B,A,147
318qmw,کترینگ و غذای آماده نایب,53z312,کترینگ و غذای آماده نایب,1,شیرازی,Restaurant,9.210851869,1638,A,A,D,84
p8vvmy,پیزاریوم,566y91,فست فود پیزاریوم ,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,8.505890543,4190,A,B,B,1
p55qvj,تهیه غذای سام,5kxlk2,تهیه غذای سام,5,فرودگاه‎,Restaurant,8.19474851,3328,A,B,B,166
32r9n2,کباب سرای امیر,2z4o62,کباب سرای امیران,1,شیرازی,Restaurant,9.308447999,1690,A,A,D,166
3kv6gq,طباخی آبیدر,5zlrn1,طباخی آبیدر ,2,سعادت آباد - شهرک غرب,Restaurant,8.898058477,3705,A,B,B,1
