sf_code,sf_name,tf_code,tf_name,city_id,marketing_area,business_line,rating,comment_count,grading,rate_grade,grade_comment,days_since_last_live
0lemx9,رستوران سنتی حقیقت,53zzpn,رستوران حقیقت,2,,Restaurant,7.774731794,1210,D,C,A,3
gnonk2,سوخاری کیلویی طهران (مجیدیه),5476r8,سوخاری کیلویی طهران(مجیدیه),2,نارمک - مجیدیه,Restaurant,7.828884284,1024,D,C,B,15
3ewml5,رستوران بوی گندم,2mm7py,رستوران بوی گندم,2,فردوس - کاشانی - شهر زیبا,Restaurant,8.968737908,605,D,B,D,16
vxx1mm,صبحانه سرا و دیزی سرای گلچین,2gxrl4,دیزی سرای گلچین,2,دروازه شمیران-میدان شهدا,Restaurant,8.92600595,633,D,B,D,1
3djr6d,آش و حلیم حاج مهدی (عدل),2w3y74,آش و حلیم حاج مهدی,2,پونک - باغ فیض‎,Restaurant,7.115050019,1632,D,C,A,40
r5jd69,رستوران کباب خان,2mmpx4,کباب خان,2,تهرانپارس-حکیمیه,Restaurant,8.144683355,732,D,B,C,1
3x2kdw,فست فود پیتزا ایتالیایی ونیز,5y44lk,پیتزا ایتالیایی ونیز,2,,Restaurant,7.944977796,1192,D,C,A,1
y1reqy,پیتزا کانکشن,5mm4py,کانکشن,2,نیاوران‎ - آجودانیه,Restaurant,8.79496124,738,D,B,C,1
qy5x1x,فست فود آریا,5r9gz3,فست فود آریا,2,یافت آباد - مهرآباد جنوبی,Restaurant,8.445180165,1024,D,B,B,1
0y7oqm,رستوران هندی مومبای,5x4wnn,رستوران هندی مومبای,2,,Restaurant,8.607841951,951,D,B,B,1
0rxgj1,فست فود رونیز چیکن,2w3g7p,رونیز چیکن,2,بازار - منیریه - گمرک,Restaurant,7.980138531,1152,D,C,A,148
xd2x79,کباب حلیم حامد,5mkkrl,کباب و حلیم حامد,2,,Restaurant,8.969799846,839,D,B,B,1
0wyjo8,دیزی سرای دایی ابراهیم,2g9xw8,دیزی سرای دایی ابراهیم,2,جنت آباد - شهران‎,Restaurant,8.651361741,645,D,B,C,1
09wrvy,رستوران شالیزار,5mmklp,شالیزار,2,صادقیه - ستارخان - مرزداران,Restaurant,8.618646647,896,D,B,B,15
p8rl92,فست فود امیر,2zk6mo,فست فود امیر,2,شهرری,Restaurant,7.689513676,1039,D,C,B,1
0jnn2v,مستر دیزی (ستارخان),24npg6,مستر دیزی (ستارخان),2,صادقیه - ستارخان - مرزداران,Restaurant,7.174453026,2288,D,C,A,166
0ggklq,آش و حلیم مستر سعید,2p3lon,آش و حلیم مستر سعید,2,بازار - منیریه - گمرک,Restaurant,7.348194931,1049,D,C,B,3
0nqjw2,کافه رستوران تیارا رویال,5mmx3z,کافه رستوران تیارا رویال,2,جنت آباد - شهران‎,Restaurant,7.43318866,969,D,C,B,1
37yoe2,فست فود پیتزا تک,2zlxkg,پیتزا تک,2,جنت آباد - شهران‎,Restaurant,8.223591193,828,D,B,B,33
0jr1wr,بلک برگر,2rwllw,بلک برگر ,2,,Restaurant,8.127279253,909,D,B,B,1
32mlll,چلو کباب هفت برادران حاجی عباسی,5xg6xp,هفت,2,بازار - منیریه - گمرک,Restaurant,8.155893947,1190,D,B,A,14
p89zkm,برگر کده پاتوق,5x7okx,برگرکده پاتوق,2,نظام آباد‎‎,Restaurant,8.631772693,772,D,B,C,1
po2wj0,چلو کباب فرصت,5my633,چلوکباب فرصت,2,صادقیه - ستارخان - مرزداران,Restaurant,8.619371027,849,D,B,B,1
6djw1o,سنگک شاطر حسن,296w45,نان سنگک شاطر حسن,5,مدرس جنوب - بهار,Bakery,9.11344307,449,D,A,D,166
nnwzlv,میوه و تره بار حراج کده یارالهی (ایرانیان),2g987g,میوه ایرانیان,5,کمربندی,Fruit Shop,8.164256745,287,D,B,D,1
p5dymx,تهیه غذای خوان گستر,547mrr,تهیه غذای خوان گستر,5,بلوار امیرکبیر,Restaurant,8.327068854,544,D,B,D,1
wdz6xz,کافه و بار رژیمی کلاغ سفید,2mmgow,کافه بار رژیمی کلاغ سفید,5,مدرس جنوب - بهار,Restaurant,9.501932537,664,D,A,C,1
3kyy8q,فست فود شاورما گلدن شاو,5ox36g,فست فود و شاورما گلدن شاو ,5,شاه چراغ - حافظیه,Restaurant,8.448465529,574,D,B,D,10
pzq2zj,بیرون بر مولوی,54okw2,بیرون بر مولوی,5,مدرس جنوب - بهار,Restaurant,8.36439011,770,D,B,C,1
p8yg1r,کباب فانوس,5lwl8r,کباب فانوس,5,کمربندی,Restaurant,8.86706965,646,D,B,C,11
dqmd9g,سوخاری پک (شعبه شیراز),24n76w,سوخاری پک,5,ارم - عفیف آباد - قصرالدشت,Restaurant,8.942494863,488,D,B,D,1
e5qev5,مجموعه غذایی فمیلی,54nw4p,فمیلی,5,فرودگاه‎,Restaurant,8.088773416,816,D,B,C,1
wdzv6z,مجموعه غذایی رایس,29nm64,مجموعه غذایی رایس,5,شهر صدرا,Restaurant,7.883793442,815,D,C,C,1
3xoej9,پاچینی ذغالی سراج (شعبه سراج),57w445,پاچینی ذغالی سراج ,5,کمربندی,Restaurant,8.119400124,686,D,B,C,1
31ln4k,فست فود جوین,5glnn2,فست فود جوین,5,ارم - عفیف آباد - قصرالدشت,Restaurant,8.494170221,565,D,B,D,126
09rqky,فست فود اهورا پلاس,21y6l9,فست فود اهورا,5,معالی آباد - دینکان - صنایع,Restaurant,7.530431564,794,D,C,C,1
pvjr8v,رستوران بیرون بر دهلیز,5ook45,رستوران بیرون بر دهلیز,5,ارم - عفیف آباد - قصرالدشت,Restaurant,8.09550753,541,D,B,D,14
0rz7dv,فست فود برگر ایرانی,278r65,فست فود برگر ایرانی,5,گلستان,Restaurant,8.863746823,481,D,B,D,1
0wye2z,کباب میلاد,2wgp42,کباب میلاد,5,ارم - عفیف آباد - قصرالدشت,Restaurant,7.201202131,757,D,C,C,1
e52gev,بیرون بر کاپیتان,53334l,کاپیتان,5,شهر صدرا,Restaurant,8.478789437,669,D,B,C,1
xdj1z9,بیرون بر کاوه,2kl4zw,کاوه,5,مدرس جنوب - بهار,Restaurant,8.6524896,800,D,B,C,1
37qwlx,رستوران سلطان شبان,5ywo85, رستوران سلطان شبان,5,شهر صدرا,Restaurant,7.658408249,1002,D,C,B,1
0m142o,بیرون بر عرفان,2yowno,بیرون بر عرفان,5,مدرس جنوب - بهار,Restaurant,7.415759099,636,D,C,D,32
0m142o,بیرون بر عرفان,2yowno,بیرون بر عرفان,5,مدرس جنوب - بهار,Restaurant,7.415759099,636,D,C,D,32
3ez8zm,فست فود مرغ و پاچینی مزه,2xzp42, مرغ و پاچینی مزه,5,,Restaurant,7.949948973,916,D,C,B,1
0ynk7m,بیرون بر زندیه,5m1ry5,بیرون بر زندیه,5,مدرس جنوب - بهار,Restaurant,8.106665343,698,D,B,C,1
0yqoqg,فست فود درویش,2ok382,فست فود درویش,5,,Restaurant,7.858240509,875,D,C,B,2
0gvmmm,فست فود آروین ویچ,5rwxx2,فست فود آروین ویچ,1,قاسم آباد-کشاورزی,Restaurant,7.765121035,851,D,C,B,1
0945nd,فست فود آیدا,2plrg2,فست فود آیدا,1,وکیل آباد جنوبی,Restaurant,7.631753632,1199,D,C,A,1
3dm97n,آبمیوه و بستنی بلک چری,2myz7n,بلک چری,2,ولنجک - زعفرانیه,Ice Cream and Juice Shop,9.082626564,476,D,A,D,24
pz4920,پیتزا آنی,2lz1pw,پیتزا آنی,2,اکباتان-آپادانا,Restaurant,8.11332792,826,D,B,C,6
3xj7rw,فست فود دیشلمه (شعبه نیروهوایی),5p8ly3,فست فود دیشلمه (شعبه نیروهوایی),2,پیروزی - نیروی هوایی‎,Restaurant,7.565146769,1859,D,C,A,1
0lvvwn,فست فود دایان,2py885,فست فود دایان ,5,شاه چراغ - حافظیه,Restaurant,7.919205428,757,D,C,C,162
p672nw,شیرینی قصر زرین (میثم),2x789n,شیرینی قصر زرین,2,افسریه - آهنگ,Pastry,8.578492761,1046,D,B,B,1
0g7mln,اتاق ساندویچ,531k7w,اتاق ساندویچ,1,قاسم آباد-کشاورزی,Restaurant,8.443182573,736,D,B,C,1
12xk6w,آبمیوه بستنی خورشید,2w198y,آبمیوه بستنی خورشید,2,ورداورد - شهرک چیتگر ,Ice Cream and Juice Shop,9.094140505,476,D,A,D,1
31qwr4,تهیه غذا و کترینگ مهماندار,24nor4,کترینگ مهماندار,2,فردوس - کاشانی - شهر زیبا,Restaurant,7.529901042,1073,D,C,B,1
p498lx,بستنی فالوده آب میوه,5p7p42,بستنی آبمیوه فالوده,5,بلوار امیرکبیر,Ice Cream and Juice Shop,9.059284813,450,D,A,D,17
pvnjdv,قهوه فروشی هایک,24nzzm,کافه هایک,2,دریاچه- شهرک گلستان - دهکده المپیک,Cafe,9.252921756,424,D,A,D,113
p89422,کباب ترکی و فست فود کاکا,2p8z47,فست فود کاکا,2,شهرری,Restaurant,8.001916757,1411,D,B,A,1
p89422,کباب ترکی و فست فود کاکا,2p8z47,فست فود کاکا,2,شهرری,Restaurant,8.001916757,1411,D,B,A,1
325evd,دیزی بار و آب دوغ خیار خوشمزه بازار (شعبه ستارخان و آریاشهر),5oxwz6,رستوران خوشمزه بازار(ستارخان),2,صادقیه - ستارخان - مرزداران,Restaurant,8.434036327,826,D,B,C,1
0geonm,برگربار (هوم برگر سئول سابق),5p8y3l,برگر بار,2,جردن - ونک,Restaurant,9.028364349,772,D,A,C,161
0rgemz,آبمیوه بستنی تمشک,2r64n1,آبمیوه بستنی تمشک,2,دروازه شمیران-میدان شهدا,Ice Cream and Juice Shop,8.459708669,707,D,B,C,1
0wyk8z,نان سنگک گل نان (آزادپز),54gr92,مجتمع گل نان,1,مطهری-آزادی,Bakery,8.951822758,579,D,B,D,1
0re8rv,کافه رستوران کاروتا,2lz7o7,کاروتا,2,سعادت آباد - شهرک غرب,Restaurant,8.644490487,674,D,B,C,4
poo8yo,بمب اژدر,2p8ykz,بمب اژدر,2,جردن - ونک,Restaurant,8.005690701,783,D,B,C,1
37vg19,پروتئین برتر,5o3z11,پروتئین برتر,2,تهرانپارس-حکیمیه,Meat Shop,9.680830912,351,D,A,D,18
nnwe48,هایپر میوه کیوانو,28kplz,هایپر میوه کیوانو ,2,مینی سیتی - ازگل - دارآباد‎‎,Fruit Shop,9.231588732,504,D,A,D,18
0yrx6n,قنادی توکلی فر تبریزی,2my74k,قنادی توکلی فر تبریزی,2,یوسف آباد - امیرآباد - گیشا‎,Pastry,7.89101675,6858,D,C,A,166
p41exy,فست فود کمپ مزه (ستارخان),2zl1o3,فست فود کمپ مزه (ستارخان),2,صادقیه - ستارخان - مرزداران,Restaurant,8.206739507,881,D,B,B,17
p62mw6,شیرینی توتک تبریزی,2r91nx,مهرآباد جنوبی,2,یافت آباد - مهرآباد جنوبی,Pastry,8.831925813,966,D,B,B,1
0m147o,نانوایی سنگک امیرکبیر,2my3wm,نان سنگکی امیرکبیر,2,قیطریه-اندرزگو-دولت,Bakery,8.522918055,6338,D,B,A,31
p5ml4x,کافه فلور,2lnyz2,کافه فلور,5,ارم - عفیف آباد - قصرالدشت,Cafe,8.612486058,1674,D,B,A,166
0l8xmn,شیرینی آفتاب,5w3kky,قنادی آفتاب ,2,پونک - باغ فیض‎,Pastry,8.299900831,1802,D,B,A,13
o9rk1k,دلا فست فود,2r63r7,دلا فست فود,1,قاسم آباد-کشاورزی,Restaurant,8.900860709,520,D,B,D,1
31x5mw,تهیه غذا امینی (ایتام سابق),2yoz19,رستوران امینی(ایتام سابق),2,تهرانپارس-حکیمیه,Restaurant,8.568059675,797,D,B,C,1
947w7y,بام سوخاری کیلویی,5k3r9o,بام سوخاری کیلویی,2,پونک - باغ فیض‎,Restaurant,8.343083817,727,D,B,C,21
0n9mv2,فست فود آیلا,5x1ky2,فست فود آیلا,1,وکیل آباد شمالی,Restaurant,8.392302577,680,D,B,C,1
0mr9go,سرزمین سوخاری (یوسف آباد),2lwowz,سرزمین سوخاری (یوسف آباد),2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,7.238729142,2036,D,C,A,162
37vr72,فست فود آی فود,28pp1k,فست فود آی فود ,5,شاه چراغ - حافظیه,Restaurant,5.550711834,1067,D,DANGER,B,11
pvo6mm,پیتزا کیچن,2zkgz7,نیو کیچن,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,9.260148947,733,D,A,C,13
09jqkd,باقلوا لذت سنتر (شعبه پیروزی),5z4kg1,باقلوا لذت سنتر,2,,Pastry,8.590303046,1064,D,B,B,1
l26lmn,فست فود دکترویچ,28p9w3,فست فود دکترویچ,1,قاسم آباد-کشاورزی,Restaurant,8.642795124,635,D,B,D,1
wddwnq,بلو کافه,2zl34k,بلو کافه,2,سعادت آباد - شهرک غرب,Cafe,8.609577108,448,D,B,D,79
37zv19,آبمیوه بستنی بهار نارنج,5nz695,آبمیوه بستنی بهار نارنج,1,امام رضا,Ice Cream and Juice Shop,9.286809083,233,D,A,D,166
pzqqdw,سوخاری کده نوبهار,51y8p8,سوخاری کده نوبهار,2,یافت آباد - مهرآباد جنوبی,Restaurant,7.318621713,1014,D,C,B,17
0wv6kq,شیرینی نیشکر (جام جم),2klnp7,شیرینی نیشکر (جام جم),2,جردن - ونک,Pastry,8.543466653,1241,D,B,A,93
l2ezgn,رستوران و غذای آماده عباسی,5xg6mm,رستوران و غذای آماده عباسی,1,خواجه ربیع-میامی,Restaurant,7.382745097,785,D,C,C,35
p5mww0,رستوران امیران,5myp4m,رستوران امیران,2,آزادی - جی - نواب‎,Restaurant,6.919498119,5369,D,D,A,1
dq56wd,فست فود رامن,5oxlzx,فست فود رامن,2,فردوس - کاشانی - شهر زیبا,Restaurant,8.912130353,732,D,B,C,1
32xxy5,رستوران حاج حسن (خورشیدسابق),5lx975,رستوران حاج حسن (خورشیدسابق),1,طبرسی,Restaurant,7.813876885,777,D,C,C,1
31xwg2,مجتمع نان شباهنگ,56971o,مجتمع نان شباهنگ,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Bakery,8.703177007,4502,D,B,A,16
0roxwv,آبمیوه بستنی سیب سبز,2mylyp,آبمیوه بستنی سیب سبز,2,افسریه - آهنگ,Ice Cream and Juice Shop,8.505504613,1030,D,B,B,1
09m4qp,فست فود فنل,2opkk5,فست فود فنل,2,جردن - ونک,Restaurant,8.541535642,860,D,B,B,1
3k9m2k,شیرینی و خشکبار شاهکار,2w3943,خوشه های طلایی شاهکار,2,یوسف آباد - امیرآباد - گیشا‎,Pastry,8.414588574,1810,D,B,A,166
3216dl,کافه بلک لیک,231pkg,قهوه بلک‌لیک,2,شادآباد-خلیج فارس-تهرانسر,Cafe,9.269818571,399,D,A,D,1
0w6kvp,آفرود برگر,2oxp9x,آفرود برگر,2,سعادت آباد - شهرک غرب,Restaurant,7.887504235,1267,D,C,A,1
3dn27d,فست فود خوش طعم,59p1p2,فست فود خوش طعم,1,فرودگاه,Restaurant,8.466927966,638,D,B,D,1
p4x74r,فست فود خوشه طلایی,2yxw15,فست فود خوشه طلایی,1,خواجه ربیع-میامی,Restaurant,8.863471794,622,D,B,D,1
gnrwy2,فست فود میلمَن,26638n,میلمن,5,ارم - عفیف آباد - قصرالدشت,Restaurant,8.63056811,673,D,B,C,1
5o971j,کافه فست فود سرو,2p866p,کافه فست فود سرو,1,امام رضا,Restaurant,8.864484101,493,D,B,D,1
0nm1o2,نان رستا,5x7opx,آفرینان(نان فانتزی),2,فردوس - کاشانی - شهر زیبا,Bakery,8.749098166,2437,D,B,A,5
p4o6rx,سبزیکده ریحون,2o3n33,سبزی کده ریحون,2,افسریه - آهنگ,Fruit Shop,9.281358511,490,D,A,D,83
3xx8dy,حاجی ارزونی اختیاریه,29np1o,هایپرمیوه اختیاریه (تسلیمی) ,2,قیطریه-اندرزگو-دولت,Fruit Shop,8.533773084,833,D,B,B,18
3xx8dy,حاجی ارزونی اختیاریه,29np1o,هایپرمیوه اختیاریه (تسلیمی) ,2,قیطریه-اندرزگو-دولت,Fruit Shop,8.533773084,833,D,B,B,18
0lq62e,تعاونی گوشت مشهد,2rpxw2,هایپر گوشت مشهد,1,شیرازی,Meat Shop,8.493879872,897,D,B,B,80
444d5x,فست فود دهه هشتاد (شعبه راهنمایی),5myy9r,فست فود دهه هشتاد(شعبه راهنمایی),1,فلسطین-ملک آباد,Restaurant,8.001681621,726,D,B,C,1
444d5x,فست فود دهه هشتاد (شعبه راهنمایی),5myy9r,فست فود دهه هشتاد(شعبه راهنمایی),1,فلسطین-ملک آباد,Restaurant,8.001681621,726,D,B,C,1
0m94lz,آشپزخانه تک پخت (جنت آباد),5r68yp,تک پخت,2,جنت آباد - شهران‎,Restaurant,8.504040607,745,D,B,C,1
37y9nx,رستوران هیت,54ng43,هیت,2,سعادت آباد - شهرک غرب,Restaurant,9.182745113,595,D,A,D,93
pvjd41,شیرینی و خشکبار سارا,2lzgnz,شیرینی و خشکبار سارا,2,دروازه شمیران-میدان شهدا,Pastry,8.307850951,2051,D,B,A,1
3d48vn,فست فود رامونا,5yoxzm,فست فود رامونا,2,نارمک - مجیدیه,Restaurant,7.710980805,1275,D,C,A,1
0qjvgy,حاجی ارزونی هروی,566pg7,هایپر میوه هروی ,2,پاسداران - هروی -دروس,Fruit Shop,8.276936845,1566,D,B,A,166
0w8qyz,آش کاکو (شعبه امیرکبیر),5xy382,آش کاکو (شعبه امیرکبیر),5,بلوار امیرکبیر,Restaurant,8.552307717,676,D,B,C,1
3djk1x,بستنی فالوده آبمیوه صادقی,5xgwxw,آبمیوه بستنی صادقی,2,شهرری,Ice Cream and Juice Shop,9.326322712,463,D,A,D,1
pvnz2d,مرکز دیس کباب مشهد,2y4ww5,کترینگ ادیب,1,قاسم آباد-کشاورزی,Restaurant,6.844135225,2358,D,D,A,1
pvnz2d,مرکز دیس کباب مشهد,2y4ww5,کترینگ ادیب,1,قاسم آباد-کشاورزی,Restaurant,6.844135225,2358,D,D,A,1
3koqlj,رستوران برکات لیالی لبنان,2k3pon,رستوران برکات لیالی لبنان,2,شهرری,Restaurant,7.780739528,1325,D,C,A,159
3k9q8o,پروتئین نگین,51ygpp,پروتئین نگین,2,آزادی - جی - نواب‎,Meat Shop,8.976923127,592,D,B,D,166
3dd1nx,فست فود سینما پیتزا,5zlo38,سینما پیتزا ,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,8.223949965,715,D,B,C,3
3x1zry,فست فود ماکان(اصلی),5z4165,فست فود ماکان (اصلی),1,هشتصدمتریها,Restaurant,7.806878377,913,D,C,B,1
mewrkv,کافه رستوران حوالی,2p89zx,کافه رستوران حوالی,2,ظفر - میرداماد,Cafe,8.870377285,436,D,B,D,3
0yk8gn,کباب مجید شعبه 1,2nzl92,کباب مجید شعبه 1,1,شیرازی,Restaurant,7.783377211,982,D,C,B,1
314rg7,کباب سلطان,21k762,کباب سلطان,1,قاسم آباد-کشاورزی,Restaurant,8.081041832,761,D,B,C,41
0n46or,پروتئینی مرغ تپل,5zl3ox,پروتئین مرغ تپل,5,گلستان,Meat Shop,8.670876541,537,D,B,D,12
0g81gr,رستوران مهربانو,5p8168,رستوران مهربانو ,2,نیاوران‎ - آجودانیه,Restaurant,8.157901333,774,D,B,C,1
p4r2g5,ساندویچ رامک (الهیه),2oxz44,رامک (الهیه),2,ولنجک - زعفرانیه,Restaurant,7.673965671,1161,D,C,A,27
xd2dx9,چلوكبابی شایسته,2r6pl3,رستوران شایسته,2,بازار - منیریه - گمرک,Restaurant,8.633774454,774,D,B,C,1
p67e5e,کبابی دربند گلپایگانی,57wwz5,کباب گلپایگانی دربند,5,معالی آباد - دینکان - صنایع,Restaurant,8.375328801,834,D,B,B,10
p89422,کباب ترکی و فست فود کاکا,577n67,کباب ترکی و فست فود الماس 2,2,شهرری,Restaurant,8.001916757,1411,D,B,A,1
p89422,کباب ترکی و فست فود کاکا,577n67,کباب ترکی و فست فود الماس 2,2,شهرری,Restaurant,8.001916757,1411,D,B,A,1
xdj644,شیرینی فرانسوی لومیر,2lzzpg,شیرینی فرانسوی لومیر,2,جنت آباد - شهران‎,Pastry,8.771286305,830,D,B,B,18
pvjzd5,تهیه غذای پاک (امیران),58plom,کترینگ پاک امیران,2,مینی سیتی - ازگل - دارآباد‎‎,Restaurant,8.45852347,843,D,B,B,1
0ylnnn,تهیه غذای مهدی,266ywx,تهیه غذای مهدی,2,تهرانپارس-حکیمیه,Restaurant,8.334065204,1024,D,B,B,1
p8rq72,کباب مظفری,2lx372, کباب مظفری,1,گلبهار - چناران,Restaurant,8.482287424,735,D,B,C,17
31m5zk,رستوران و کباب سنتی حاتم بناب,2nl4my,کباب سنتی حاتم بناب,2,دریاچه- شهرک گلستان - دهکده المپیک,Restaurant,7.64959884,1858,D,C,A,166
klvywo,آبمیوه بستنی ننه آقا (ایرانشهر),51yr9x,آبمیوه بستنی ننه آقا (ایرانشهر),2,هفت تیر - انقلاب - ولیعصر - فردوسی,Ice Cream and Juice Shop,9.083175023,485,D,A,D,28
p5gvke,خانه کتلت(خیابان آستانه),2614x5,خانه کتلت ,5,شاه چراغ - حافظیه,Restaurant,8.444795502,826,D,B,C,1
316oq2,حلیم درویش,5nl636,حلیم درویش,1,قاسم آباد-کشاورزی,Restaurant,8.1441493,825,D,B,C,1
31dmmk,فست فود کوکودژ (شعبه فدک),2p8gw8,فست فود کوکودژ ( فدک),2,نارمک - مجیدیه,Restaurant,6.406931538,3832,D,D,A,33
3kvk1n,آش و حلیم حاج مهدی انقلاب,2nl4xg,آش و حلیم حاج مهدی,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,6.666229895,22651,D,D,A,1
0q2jod,کافه رستوران لحظه (کواترو سابق),59xgry,کافه رستوران لحظه,2,یوسف آباد - امیرآباد - گیشا‎,Restaurant,9.021387957,630,D,A,D,1
p6qqjg,رستوران میسو,2p3k69,رستوران میسو ,2,سعادت آباد - شهرک غرب,Restaurant,8.452130346,760,D,B,C,1
l2gddk,کترینگ فاخته,5o31xz,کترینگ فاخته ,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,8.318200686,706,D,B,C,84
p8q7vg,کبابسرای اصیل ایرانیان( گلپایگانی),594o1p,کباب وحلیم گلپایگانی,2,,Restaurant,8.475754173,852,D,B,B,1
p8q7vg,کبابسرای اصیل ایرانیان( گلپایگانی),594o1p,کباب وحلیم گلپایگانی,2,,Restaurant,8.475754173,852,D,B,B,1
p8q7vg,کبابسرای اصیل ایرانیان( گلپایگانی),594o1p,کباب وحلیم گلپایگانی,2,,Restaurant,8.475754173,852,D,B,B,1
0w6dq8,نودل سیتی,27719y,نودل سیتی,2,نیاوران‎ - آجودانیه,Restaurant,8.255414762,854,D,B,B,1
944q9d,اغذیه نوش و نشاط,51yp34,اغذیه نوش و نشاط,2,فردوس - کاشانی - شهر زیبا,Restaurant,8.398029685,989,D,B,B,1
0nry62,نانوایی سنگکی دولت (آزادپز),2x7o7m,نانوایی سنگک دولت 2,2,ظفر - میرداماد,Bakery,8.521606316,10403,D,B,A,34
pzzooj,فست فود و فلافل بی بی گل,28p8g8,فلافل بی بی گل,2,تهرانپارس-حکیمیه,Restaurant,7.890726131,982,D,C,B,1
0gmy9q,رستوران پسران نادر,27wk42,رستوران پسران نادر,5,شاه چراغ - حافظیه,Restaurant,7.960711187,556,D,C,D,1
3eqxkm,پیتزا دنیس,2ox493,دنیس,2,نظام آباد‎‎,Restaurant,6.887691061,1796,D,D,A,17
0rk529,کافه کاژین,5nlp3m,کافه کاژین ,2,صادقیه - ستارخان - مرزداران,Cafe,9.757548007,364,D,A,D,14
0977dd,ویل برگر,277o93,ویل برگر,1,فلسطین-ملک آباد,Restaurant,6.862484969,2311,D,D,A,38
31m9wk,سوپر میوه حاجی ارزونی شیان,2oxzng,سوپر میوه شیان,2,پاسداران - هروی -دروس,Fruit Shop,8.292673583,1233,D,B,A,163
94xoky,چلو کبابی جهان مهر,231lnm,چلوکبابی جهانمهر,2,اکباتان-آپادانا,Restaurant,8.694561174,689,D,B,C,1
09kgn6,آبمیوه بستنی بابل تیله (شریعتی),2nlmwo,بابل تیله,2,ظفر - میرداماد,Ice Cream and Juice Shop,7.483545146,1153,D,C,A,36
0y19dg,کاسه کباب اردبیل (علی بابا),2yonml,کاسه کباب اردبیل (علی بابا),2,پاسداران - هروی -دروس,Restaurant,7.382492624,1658,D,C,A,1
0gyq7n,قیمه دات کام (باغ فردوس),2ymmkw,عشرت,2,ولنجک - زعفرانیه,Restaurant,7.706343772,1215,D,C,A,5
32mngd,رستوران محمد مهدی,21y4m7,تهیه غذای محمدمهدی,2,دروازه شمیران-میدان شهدا,Restaurant,8.2785686,1091,D,B,B,1
09ynzq,قهوه کینگ,5oxnpp,قهوه کینگ,2,فردوس - کاشانی - شهر زیبا,Cafe,8.722860625,476,D,B,D,18
0leo1e,فست فود پاتوق,58pomm,فست فود پاتوق,2,سعادت آباد - شهرک غرب,Restaurant,8.603373047,865,D,B,B,1
37gw1g,فست فود پرنده آبی,2613l5,فست فود پرنده آبی,5,فرهنگ شهر,Restaurant,7.492563867,714,D,C,C,139
0lg1vn,باغ رستوران احسان,5lo7p2,رستوران احسان,5,ارم - عفیف آباد - قصرالدشت,Restaurant,8.963314037,595,D,B,D,
3121o4,رستوران ژاپنی کنزو ( ونک ),2r61zm,رستوران کنزو,2,جردن - ونک,Restaurant,8.909842287,815,D,B,C,83
pz8r4j,نانوایی سنگک سحر,28p47z,نان سنگک سحر,2,نیاوران‎ - آجودانیه,Bakery,8.744340244,3541,D,B,A,132
3dn6o7,فست فود فلامینگو,5k3xkz,فست فود فلامینگو ,2,تهرانپارس-حکیمیه,Restaurant,7.999633526,1150,D,C,A,1
3e6e7o,فست فود بهروز پدر خوانده,51y6wn,بهروز پدرخوانده,2,جردن - ونک,Restaurant,8.204240016,857,D,B,B,1
nnrww2,سون (sevan),2yoxr6,سون (sevan),2,نیاوران‎ - آجودانیه,Restaurant,9.40193555,681,D,A,C,1
3kym9n,چیکن استریپس,2k6nk5,چیکن استریپس,1,وکیل آباد شمالی,Restaurant,8.743016854,644,D,B,D,1
p4q55x,کپلی برگر سحر,5o1lw5,کپلی برگر سحر,1,فرودگاه,Restaurant,8.248610782,805,D,B,C,1
0q68ry,غذای ایرانی و فست فود پردیس (شهرک وردآورد),5r67py,رستوران پردیس ,2,ورداورد - شهرک چیتگر ,Restaurant,7.186817767,1559,D,C,A,4
pvj9g5,سوپر میوه فروشی گیشا,2p3lw4,میوه فروشی گیشا,2,هفت تیر - انقلاب - ولیعصر - فردوسی,Fruit Shop,7.608558295,3108,D,C,A,18
0rx7qo,رستوران کسری,5nky1n,آشپزخانه کسری ,2,ورداورد - شهرک چیتگر ,Restaurant,8.268606501,1050,D,B,B,1
37yqmm,طباخی دورهمی,2lw6ny,طباخی دورهمی,2,سعادت آباد - شهرک غرب,Restaurant,8.78498991,724,D,B,C,1
0ylljg,نانوایی سنگکی گلزار 2 (آزادپز),2p8m6z,نان سنگک گلستان,2,نارمک - مجیدیه,Bakery,9.074073261,950,D,A,B,10
po8rev,فست فود بنمای,5yop1y,فست فود بنمای,2,پاسداران - هروی -دروس,Restaurant,8.762606832,791,D,B,C,1
zn1k1w,کافه روایت,2r6nzp,روایت,2,سعادت آباد - شهرک غرب,Cafe,9.833292366,327,D,A,D,23
0reo91,رستوران جوجک,5g98kk,رستوران جوجک (شعبه انقلاب),2,هفت تیر - انقلاب - ولیعصر - فردوسی,Restaurant,7.512452135,1676,D,C,A,33
0m142o,بیرون بر عرفان,5rr4z5, بیرون بر عرفان,5,مدرس جنوب - بهار,Restaurant,7.415759099,636,D,C,D,24
